SKU,ID,peso_lb,peso_dim_lb,peso_efetivo_lb,preco,lambda,fonte_dim,status,no_general_hoje
AMST-5259B.65MT.020,7715216195687,5.0,,5.0,64.08,0.078,,ACTIVE,nao
AMST-5350.110.020,7715216228455,4.45,5.0,4.99,79.06,0.0631,LWH,ACTIVE,nao
AMST-5503A00B.020,7715216326759,5.0,5.5,5.46,55.76,0.0979,LWH,ACTIVE,nao
AMST-5901.100.020,7715216392295,3.7,4.9,4.9,38.28,0.128,LWH,ACTIVE,nao
AMST-5901.100SS.020,7715216490599,3.4,5.6,5.56,43.28,0.1285,LWH,ACTIVE,nao
AMST-5901.110T.020,7715216556135,5.0,5.2,5.21,47.43,0.1098,LWH,ACTIVE,nao
AMST-6002.001.020,7715216654439,1.0,,1.0,202.23,0.0049,,ACTIVE,sim
AMST-6400.001.020,7715216719975,112.0,115.7,115.73,749.82,0.1543,LWH,ACTIVE,sim
AMST-6515.001.020,7715216752743,71.0,83.9,83.94,382.81,0.2193,LWH,ACTIVE,sim
AMST-6550.001.020,7715216949351,32.2,38.4,38.4,203.9,0.1884,LWH,ACTIVE,sim
AMST-6561.017.020,7715217014887,73.0,67.9,73.0,410.28,0.1779,LWH,ACTIVE,sim
AMST-6581.001.020,7715217080423,35.0,28.3,35.0,208.89,0.1676,LWH,ACTIVE,sim
AMST-6590.001.020,7715217145959,71.0,83.9,83.94,306.25,0.2741,LWH,ACTIVE,sim
AMST-6601.012.020,7715217277031,75.0,77.9,77.87,455.22,0.1711,LWH,ACTIVE,sim
AMST-7695.008.020,7715217342567,109.0,92.3,109.0,1073.55,0.1015,LWH,ACTIVE,sim
AMST-7741.000.020,7715217408103,183.0,118.0,183.0,1192.56,0.1535,LWH,ACTIVE,nao
AMST-7745.811,7715218161767,5.0,14.0,13.98,185.58,0.0754,LWH,ACTIVE,nao
AMST-8725.024.477,7715218358375,1.0,100.2,100.18,1246.65,0.0804,LWH,ACTIVE,sim
AMST-9047.044.020,7715218587751,3.0,,3.0,1014.46,0.003,,ACTIVE,sim
AMST-9062.008.020,7715218817127,22.0,,22.0,1114.34,0.0197,,ACTIVE,nao
AMST-9512.999.020,7715218915431,73.6,91.6,91.62,1101.86,0.0832,LWH,ACTIVE,sim
AMST-9960.403.020,7715219046503,45.0,39.1,45.0,252.99,0.1779,LWH,ACTIVE,sim
AMTR-389695,7715225862247,8.6,,8.6,80.67,0.1066,,ACTIVE,nao
AMTR-389710,7715225927783,9.0,,9.0,100.83,0.0893,,ACTIVE,nao
AMTR-389732,7715225960551,2.0,,2.0,195.17,0.0102,,ACTIVE,sim
AMTR-390570,7715226026087,5.0,,5.0,94.89,0.0527,,ACTIVE,nao
AMTR-390748,7715226124391,9.0,,9.0,131.55,0.0684,,ACTIVE,nao
ANVI-AS100-EH-20-PGV,7715226222695,1.89,,1.89,361.6,0.0052,,ACTIVE,nao
ANVI-AS200-10-PGV,7715226288231,1.89,,1.89,97.9,0.0193,,ACTIVE,nao
ANVI-AS200-20-PGV,7715226320999,1.89,,1.89,195.8,0.0097,,ACTIVE,nao
ANVI-AS200-EH-10-304SS,7715226386535,1.89,,1.89,297.6,0.0064,,ACTIVE,nao
ANVI-AS200-EH-10-ZTC,7715226452071,1.89,,1.89,76.3,0.0248,,ACTIVE,nao
ANVI-AS200-EH-20-GR,7715226517607,1.89,,1.89,5.31,0.3559,,ACTIVE,nao
ANVI-AS200-EH-BTB-20-PGV,7715226550375,1.89,,1.89,467.4,0.004,,ACTIVE,nao
ANVI-AS500-EH-10-PGV,7715226615911,1.89,,1.89,63.9,0.0296,,ACTIVE,nao
ANVI-AS500-EH-10-ZTC,7715226681447,1.89,,1.89,77.7,0.0243,,ACTIVE,nao
ANVI-AS500-EH-20-GR,7715226746983,1.89,,1.89,3.66,0.5164,,ACTIVE,nao
ANVI-AS500-EH-20-PGV,7715226812519,1.89,,1.89,127.8,0.0148,,ACTIVE,nao
APOL-18C-402-30,7715226845287,0.64,,0.64,34.94,0.0183,,ACTIVE,sim
APOL-18C-402-37,7715226943591,0.64,,0.64,34.94,0.0183,,ACTIVE,sim
APOL-34ALF-213-T,7715227009127,1.9,,1.9,468.64,0.0041,,ACTIVE,sim
APOL-34BLF-313S,7715227074663,2.5,,2.5,334.25,0.0075,,ACTIVE,sim
APOL-34BLF-313T,7715227140199,2.5,,2.5,334.25,0.0075,,ACTIVE,sim
APOL-34BLF-314S,7715227172967,2.7,,2.7,346.95,0.0078,,ACTIVE,sim
APOL-34BLF-314T,7715227238503,2.7,,2.7,346.95,0.0078,,ACTIVE,sim
APOL-34BLF-314X,7715227304039,2.7,,2.7,346.95,0.0078,,ACTIVE,sim
APOL-34BLF-315T,7715227336807,2.9,,2.9,398.38,0.0073,,ACTIVE,sim
APOL-36ELF-115-01T,7715227402343,2.7,,2.7,200.76,0.0134,,ACTIVE,sim
APOL-4ALF-203-A2F,7715228024935,7.7,,7.7,652.72,0.0118,,ACTIVE,sim
APOL-4ALF-204-A2F,7715228090471,9.6,,9.6,681.74,0.0141,,ACTIVE,sim
APOL-4ALF-205-A2F,7715228254311,12.6,,12.6,699.15,0.018,,ACTIVE,sim
APOL-4ALF-207-A2F,7715228418151,30.9,,30.9,1377.97,0.0224,,ACTIVE,sim
APOL-61LF-103-01PR,7715228549223,0.57,,0.57,95.25,0.006,,ACTIVE,sim
APOL-61LF-104-01PR,7715228647527,0.99,,0.99,125.34,0.0079,,ACTIVE,sim
APOL-61LF-105-01PR,7715228942439,1.81,,1.81,173.75,0.0104,,ACTIVE,sim
APOL-61LF-106-01,7715229171815,2.75,,2.75,315.39,0.0087,,ACTIVE,sim
APOL-61LF-107-01,7715229237351,3.94,,3.94,404.61,0.0097,,ACTIVE,sim
APOL-61LF-107-01PR,7715229368423,4.88,,4.88,383.22,0.0127,,ACTIVE,sim
APOL-61LF-108-01PR,7715229499495,7.54,,7.54,562.05,0.0134,,ACTIVE,sim
APOL-61YLF-197-01,7715229565031,3.13,,3.13,418.26,0.0075,,ACTIVE,sim
APOL-61YLF-198-01,7715229663335,5.51,,5.51,588.21,0.0094,,ACTIVE,sim
APOL-61YLF-204-T1PR,7715229827175,1.3,,1.3,235.81,0.0055,,ACTIVE,sim
APOL-61YLF-205-T1PR,7715229892711,2.43,,2.43,340.63,0.0071,,ACTIVE,sim
APOL-61YLF-207-T1PR,7715229925479,4.98,,4.98,552.54,0.009,,ACTIVE,sim
APOL-61YLF-208-T1PR,7715229991015,4.36,,4.36,806.13,0.0054,,ACTIVE,sim
APOL-77CLF-101-01A,7715230056551,0.59,,0.59,39.38,0.015,,ACTIVE,sim
APOL-77CLF-102-01A,7715230089319,0.55,,0.55,39.38,0.014,,ACTIVE,sim
APOL-77CLF-103-01A,7715230154855,0.64,,0.64,39.38,0.0163,,ACTIVE,sim
APOL-77CLF-104-01A,7715230220391,0.87,,0.87,64.12,0.0136,,ACTIVE,sim
APOL-77CLF-105-01A,7715230285927,1.83,,1.83,81.06,0.0226,,ACTIVE,sim
APOL-77CLF-106-01A,7715230351463,4.2,,4.2,189.15,0.0222,,ACTIVE,sim
APOL-77CLF-107-01A,7715230416999,6.5,,6.5,251.0,0.0259,,ACTIVE,sim
APOL-77CLF-108-01A,7715230482535,7.9,,7.9,374.67,0.0211,,ACTIVE,sim
APOL-77CLF-147-01A,7715230580839,1.83,,1.83,377.33,0.0048,,ACTIVE,sim
APOL-77CLF-203-01A,7715230613607,0.55,,0.55,39.38,0.014,,ACTIVE,sim
APOL-77CLF-204-01A,7715230679143,0.91,,0.91,64.12,0.0142,,ACTIVE,sim
APOL-77CLF-205-01A,7715230744679,1.51,,1.51,81.06,0.0186,,ACTIVE,sim
APOL-77CLF-206-01A,7715230810215,3.86,,3.86,189.15,0.0204,,ACTIVE,sim
APOL-77CLF-207-01A,7715230842983,5.9,,5.9,251.0,0.0235,,ACTIVE,sim
APOL-77CLF-208-01A,7715230908519,7.7,,7.7,374.67,0.0206,,ACTIVE,sim
APOL-77CLF-243-01A,7715230974055,2.06,,2.06,62.19,0.0331,,ACTIVE,nao
APOL-77FLF-101-01,7715231039591,1.83,,1.83,30.77,0.0595,,ACTIVE,nao
APOL-77FLF-103-01,7715231072359,0.47,,0.47,34.52,0.0136,,ACTIVE,sim
APOL-77FLF-104-01,7715231236199,0.76,,0.76,47.25,0.0161,,ACTIVE,sim
APOL-77FLF-105-01,7715231301735,1.29,,1.29,69.09,0.0187,,ACTIVE,sim
APOL-77FLF-106-01,7715231367271,1.95,,1.95,117.23,0.0166,,ACTIVE,sim
APOL-77FLF-107-01,7715231400039,3.2,,3.2,175.0,0.0183,,ACTIVE,sim
APOL-77FLF-108-01,7715231465575,5.86,,5.86,243.01,0.0241,,ACTIVE,sim
APOL-77FLF-140-01,7715231531111,19.7,,19.7,817.98,0.0241,,ACTIVE,sim
APOL-77FLF-149-01,7715231563879,12.8,,12.8,541.88,0.0236,,ACTIVE,sim
APOL-77FLF-14A-01,7715231629415,25.5,,25.5,1418.41,0.018,,ACTIVE,sim
APOL-77FLF-203-01,7715231694951,0.41,,0.41,35.22,0.0116,,ACTIVE,sim
APOL-77FLF-204-01,7715231760487,0.79,,0.79,47.78,0.0165,,ACTIVE,sim
APOL-77FLF-205-01,7715231793255,1.3,,1.3,69.69,0.0187,,ACTIVE,sim
APOL-77FLF-206-01,7715231858791,1.97,,1.97,138.72,0.0142,,ACTIVE,sim
APOL-77FLF-207-01,7715231924327,3.26,,3.26,187.35,0.0174,,ACTIVE,sim
APOL-77FLF-208-01,7715231957095,5.97,,5.97,260.64,0.0229,,ACTIVE,sim
APOL-77FLF-240-01,7715232022631,2.06,,2.06,900.76,0.0023,,ACTIVE,sim
APOL-77FLF-249-01,7715232088167,11.6,,11.6,598.72,0.0194,,ACTIVE,sim
APOL-77FLF-24A-01,7715232120935,25.5,,25.5,1570.68,0.0162,,ACTIVE,sim
APOL-77VLF-103-01,7715232219239,0.43,,0.43,50.74,0.0085,,ACTIVE,sim
APOL-77VLF-104-01,7715232284775,0.85,,0.85,67.43,0.0126,,ACTIVE,sim
APOL-77VLF-105-01,7715232383079,1.22,,1.22,88.23,0.0138,,ACTIVE,sim
APOL-77VLF-106-01,7715232448615,2.31,,2.31,173.09,0.0133,,ACTIVE,sim
APOL-77VLF-107-01,7715233235047,3.44,,3.44,214.69,0.016,,ACTIVE,sim
APOL-77VLF-108-01,7715233333351,6.03,,6.03,346.17,0.0174,,ACTIVE,sim
APOL-77VLF-140-01,7715233497191,22.5,,22.5,1266.81,0.0178,,ACTIVE,sim
APOL-77VLF-149-01,7715233595495,13.9,,13.9,972.74,0.0143,,ACTIVE,sim
APOL-77VLF-14A-01,7715233661031,35.47,,35.47,1777.41,0.02,,ACTIVE,sim
APOL-94ALF-100-01A,7715233693799,9.29,,9.29,566.49,0.0164,,ACTIVE,sim
APOL-94ALF-101-01A,7715233759335,0.33,,0.33,21.75,0.0152,,ACTIVE,sim
APOL-94ALF-102-01A,7715233923175,0.3,,0.3,21.75,0.0138,,ACTIVE,sim
APOL-94ALF-103-01A,7715234185319,0.44,,0.44,18.54,0.0237,,ACTIVE,sim
APOL-94ALF-104-01A,7715234447463,0.66,,0.66,30.66,0.0215,,ACTIVE,sim
APOL-94ALF-105-01A,7715234578535,1.1,,1.1,47.43,0.0232,,ACTIVE,sim
APOL-94ALF-106-01A,7715234611303,1.57,,1.57,80.61,0.0195,,ACTIVE,sim
APOL-94ALF-107-01A,7715234709607,2.4,,2.4,115.6,0.0208,,ACTIVE,sim
APOL-94ALF-108-01A,7715234906215,3.37,,3.37,180.9,0.0186,,ACTIVE,sim
APOL-94ALF-109-01A,7715234971751,7.58,,7.58,405.4,0.0187,,ACTIVE,sim
APOL-94ALF-10A-01A,7715235037287,16.85,,16.85,1045.74,0.0161,,ACTIVE,sim
APOL-94ALF-200-01A,7715235102823,8.45,,8.45,532.31,0.0159,,ACTIVE,sim
APOL-94ALF-203-01A,7715235135591,0.38,,0.38,18.73,0.0203,,ACTIVE,sim
APOL-94ALF-204-01A,7715235201127,0.64,,0.64,32.2,0.0199,,ACTIVE,sim
APOL-94ALF-205-01A,7715235266663,0.75,,0.75,49.7,0.0151,,ACTIVE,sim
APOL-94ALF-206-01A,7715235299431,1.4,,1.4,77.27,0.0181,,ACTIVE,sim
APOL-94ALF-207-01A,7715235364967,2.17,,2.17,111.96,0.0194,,ACTIVE,sim
APOL-94ALF-208-01A,7715235430503,2.97,,2.97,170.55,0.0174,,ACTIVE,sim
APOL-94ALF-209-01A,7715235463271,6.37,,6.37,388.25,0.0164,,ACTIVE,sim
APOL-AGD4A112,7715203776615,0.33,,0.33,129.13,0.0026,,ACTIVE,sim
AQUF-KDW-560-PP,7715521658983,0.32,,0.32,15.84,0.0202,,ACTIVE,sim
AQUF-KDW-684-PP,7715521691751,0.93,,0.93,28.35,0.0328,,ACTIVE,nao
AQUF-KDW-912-PP,7715521724519,0.25,,0.25,13.37,0.0187,,ACTIVE,sim
AQUF-SFC-116-PP,7715521757287,0.25,,0.25,5.43,0.046,,ACTIVE,nao
AQUF-SFC-120-PP,7715521790055,0.29,,0.29,5.43,0.0534,,ACTIVE,nao
AQUF-SFC-130-PP,7715521822823,0.34,,0.34,6.84,0.0497,,ACTIVE,nao
AQUF-SFC-506-PP,7715521855591,0.32,,0.32,13.18,0.0243,,ACTIVE,sim
AQUF-SFC-509-PP,7715521888359,0.32,,0.32,8.65,0.037,,ACTIVE,nao
AQUF-SFF-10018,7715521921127,0.52,,0.52,77.07,0.0067,,ACTIVE,sim
AQUF-SWC-112-PP,7715521953895,0.19,,0.19,4.29,0.0443,,ACTIVE,nao
AQUF-SWC-116-PP,7715521986663,0.21,,0.21,5.99,0.0351,,ACTIVE,nao
AQUF-V-101-A-LL,7715522019431,3.0,,3.0,8.83,0.3398,,ACTIVE,nao
AQUF-V-101-S-LL,7715522052199,0.3,,0.3,8.83,0.034,,ACTIVE,nao
AQUF-V-104-A-LL,7715522084967,0.3,,0.3,8.62,0.0348,,ACTIVE,nao
AQUF-V-104-S-LL,7715522117735,0.3,,0.3,11.01,0.0272,,ACTIVE,sim
AQUF-WAS-160-PP,7715522150503,1.2,,1.2,56.55,0.0212,,ACTIVE,sim
AQUF-WCS-112-PP,7715522183271,0.32,,0.32,11.88,0.0269,,ACTIVE,sim
AQUF-WCS-118-PP,7715522216039,0.38,,0.38,11.48,0.0331,,ACTIVE,nao
AQUF-WCS-124-PP,7715522248807,0.44,,0.44,11.89,0.037,,ACTIVE,nao
AQUF-WCS-324-PP,7715522281575,0.44,,0.44,41.67,0.0106,,ACTIVE,sim
AQUF-WCS-518-PP,7715522314343,0.52,,0.52,19.88,0.0262,,ACTIVE,sim
AQUF-WCSV-518-PP,7715522347111,0.52,,0.52,35.34,0.0147,,ACTIVE,sim
ARRO-201LF,7715236773991,0.85,,0.85,25.38,0.0335,,ACTIVE,nao
ARRO-220LF,7715236839527,0.57,,0.57,22.39,0.0255,,ACTIVE,sim
ARRO-221CCLF,7715236905063,0.51,,0.51,22.63,0.0225,,ACTIVE,sim
ARRO-221LF,7715236970599,0.44,,0.44,18.78,0.0234,,ACTIVE,sim
ARRO-222LF,7715237003367,0.46,,0.46,20.09,0.0229,,ACTIVE,sim
ARRO-223LF,7715237068903,0.46,,0.46,20.09,0.0229,,ACTIVE,sim
ARRO-251LF,7715237134439,0.56,,0.56,19.21,0.0292,,ACTIVE,sim
ARRO-255BFPSATLF,7715237199975,0.78,,0.78,34.28,0.0228,,ACTIVE,sim
ARRO-255LF,7715237265511,0.64,,0.64,23.66,0.027,,ACTIVE,sim
ARRO-255SATLF,7715237331047,0.64,,0.64,28.92,0.0221,,ACTIVE,sim
ARRO-258,7715237396583,1.19,,1.19,45.62,0.0261,,ACTIVE,sim
ARRO-258LLB,7715237429351,2.69,,2.69,36.83,0.073,,ACTIVE,nao
ARRO-259,7715237494887,1.19,,1.19,45.62,0.0261,,ACTIVE,sim
ARRO-261LF,7715237560423,0.59,,0.59,26.05,0.0226,,ACTIVE,sim
ARRO-265LF,7715237625959,0.66,,0.66,28.82,0.0229,,ACTIVE,sim
ARRO-355BFPLF,7715237691495,0.81,,0.81,28.92,0.028,,ACTIVE,sim
ARRO-355LF,7715237757031,0.67,,0.67,24.16,0.0277,,ACTIVE,sim
ARRO-361LF,7715237789799,0.6,,0.6,28.09,0.0214,,ACTIVE,sim
ARRO-363LF,7715238346855,0.69,,0.69,28.09,0.0246,,ACTIVE,sim
ARRO-425-04QTLF,7715238412391,1.54,,1.54,54.89,0.0281,,ACTIVE,sim
ARRO-425-06QTLF,7715238510695,1.67,,1.67,56.25,0.0297,,ACTIVE,sim
ARRO-425-08QTLF,7715238674535,1.83,,1.83,57.61,0.0318,,ACTIVE,nao
ARRO-425-10QTLF,7715238772839,1.96,,1.96,58.98,0.0332,,ACTIVE,nao
ARRO-425-12QTLF,7715239198823,2.12,,2.12,60.36,0.0351,,ACTIVE,nao
ARRO-455-06LF,7715239362663,1.54,,1.54,49.38,0.0312,,ACTIVE,nao
ARRO-455-08LF,7715239821415,1.67,,1.67,50.76,0.0329,,ACTIVE,nao
ARRO-455-10LF,7715239985255,1.83,,1.83,52.12,0.0351,,ACTIVE,nao
ARRO-455-12LF,7715240149095,1.51,,1.51,53.51,0.0282,,ACTIVE,sim
ARRO-465-02QTLF,7715240247399,0.75,,0.75,53.51,0.014,,ACTIVE,sim
ARRO-465-04QTLF,7715240312935,1.12,,1.12,54.89,0.0204,,ACTIVE,sim
ARRO-465-06QTLF,7715240378471,1.22,,1.22,56.25,0.0217,,ACTIVE,sim
ARRO-465-08QTLF,7715240444007,1.31,,1.31,57.61,0.0227,,ACTIVE,sim
ARRO-465-10QTLF,7715240509543,1.4,,1.4,58.98,0.0237,,ACTIVE,sim
ARRO-465-12QTLF,7715240575079,1.49,,1.49,60.36,0.0247,,ACTIVE,sim
ARRO-466-04QTLF,7715240640615,1.04,,1.04,54.89,0.0189,,ACTIVE,sim
ARRO-466-06QTLF,7715240706151,1.16,,1.16,56.25,0.0206,,ACTIVE,sim
ARRO-466-08QTLF,7715240771687,1.25,,1.25,57.61,0.0217,,ACTIVE,sim
ARRO-469-04QTLF,7715240837223,1.04,,1.04,54.89,0.0189,,ACTIVE,sim
ARRO-469-06QTLF,7715240935527,1.13,,1.13,56.25,0.0201,,ACTIVE,sim
ARRO-469-08QTLF,7715240968295,1.22,,1.22,57.61,0.0212,,ACTIVE,sim
ARRO-469-10QTLF,7715241066599,1.13,,1.13,58.98,0.0192,,ACTIVE,sim
ARRO-469-12QTLF,7715241164903,1.13,,1.13,60.36,0.0187,,ACTIVE,sim
ARRO-485-04LF,7715241230439,1.71,,1.71,58.98,0.029,,ACTIVE,sim
ARRO-485-06LF,7715241295975,1.88,,1.88,60.36,0.0311,,ACTIVE,nao
ARRO-485-06LKLF,7715241394279,1.94,,1.94,62.41,0.0311,,ACTIVE,nao
ARRO-485-08LF,7715241459815,2.04,,2.04,61.74,0.033,,ACTIVE,nao
ARRO-485-10LF,7715241525351,2.17,,2.17,63.11,0.0344,,ACTIVE,nao
ARRO-485-12LF,7715241590887,2.33,,2.33,64.48,0.0361,,ACTIVE,nao
ARRO-496-04LF,7715241689191,3.3,,3.3,170.1,0.0194,,ACTIVE,sim
ARRO-496-04VLF,7715241754727,3.3,,3.3,170.1,0.0194,,ACTIVE,sim
ARRO-496-06LF,7715241820263,3.5,,3.5,172.84,0.0202,,ACTIVE,sim
ARRO-496-06VLF,7715241885799,3.5,,3.5,172.84,0.0202,,ACTIVE,sim
ARRO-496-08LF,7715241951335,3.7,,3.7,175.59,0.0211,,ACTIVE,sim
ARRO-496-08VLF,7715242049639,3.7,,3.7,175.59,0.0211,,ACTIVE,sim
ARRO-52-12,7715242147943,0.1,,0.1,18.96,0.0053,,ACTIVE,sim
ARRO-58ABP,7715242213479,0.23,,0.23,15.42,0.0149,,ACTIVE,sim
ARRO-925LF,7715242279015,0.67,,0.67,29.31,0.0229,,ACTIVE,sim
ARRO-PK1290,7715242344551,0.06,,0.06,8.12,0.0074,,ACTIVE,sim
ARRO-PK1299,7715242410087,0.15,,0.15,10.86,0.0138,,ACTIVE,sim
ARRO-PK1370,7715242508391,0.31,,0.31,21.0,0.0148,,ACTIVE,sim
ARRO-PK1390,7715242573927,0.37,,0.37,33.02,0.0112,,ACTIVE,sim
ARRO-PK1400,7715242639463,0.32,,0.32,31.44,0.0102,,ACTIVE,sim
ARRO-PK1430,7715242704999,0.04,,0.04,12.25,0.0033,,ACTIVE,sim
ARRO-PK2004,7715242770535,0.15,,0.15,36.63,0.0041,,ACTIVE,sim
ARRO-PK2004SP,7715242836071,0.15,,0.15,41.14,0.0036,,ACTIVE,sim
ARRO-PK2006,7715243884647,0.15,,0.15,37.44,0.004,,ACTIVE,sim
ARRO-PK2006SP,7715243950183,0.15,,0.15,44.95,0.0033,,ACTIVE,sim
ARRO-PK2008,7715244015719,0.15,,0.15,38.34,0.0039,,ACTIVE,sim
