SKU,ID,peso_lb,peso_dim_lb,peso_efetivo_lb,preco,lambda,fonte_dim,status,no_general_hoje
PVCF-125.100-BSH-SCH80,7715330195559,0.52,,0.52,41.1,0.0127,,ACTIVE,sim
PVCF-125.100-TBSH-P,7715330228327,0.15,,0.15,3.42,0.0439,,ACTIVE,nao
PVCF-150-45EL-P,7715330261095,0.24,,0.24,4.5,0.0533,,ACTIVE,nao
PVCF-150-45EL-SCH80,7715330293863,0.52,,0.52,102.23,0.0051,,ACTIVE,sim
PVCF-150-90EL-P,7715330326631,0.31,,0.31,3.19,0.0972,,ACTIVE,nao
PVCF-150-90EL-SCH80,7715330359399,0.52,,0.52,46.8,0.0111,,ACTIVE,sim
PVCF-150-CAP-P,7715330392167,0.14,,0.14,2.11,0.0664,,ACTIVE,nao
PVCF-150-CAP-SCH80,7715330424935,0.52,,0.52,62.93,0.0083,,ACTIVE,sim
PVCF-150-CPL-P,7715330457703,0.15,,0.15,1.95,0.0769,,ACTIVE,nao
PVCF-150-CPL-SCH80,7715330490471,0.52,,0.52,65.1,0.008,,ACTIVE,sim
PVCF-150-FA-P,7715330523239,0.18,,0.18,2.43,0.0741,,ACTIVE,nao
PVCF-150-FA-SCH80,7715330556007,0.52,,0.52,115.95,0.0045,,ACTIVE,sim
PVCF-150-MA-P,7715330588775,0.16,,0.16,2.43,0.0658,,ACTIVE,nao
PVCF-150-MA-SCH80,7715330621543,0.52,,0.52,106.65,0.0049,,ACTIVE,sim
PVCF-150-ST90-P,7715330654311,0.24,,0.24,6.62,0.0363,,ACTIVE,nao
PVCF-150-TCAP-P,7715330687079,0.16,,0.16,3.42,0.0468,,ACTIVE,nao
PVCF-150-TEE-P,7715330719847,0.38,,0.38,4.23,0.0898,,ACTIVE,nao
PVCF-150-TEE-SCH80,7715330752615,0.52,,0.52,159.9,0.0033,,ACTIVE,sim
PVCF-150-UNI/EDPM-SCH80,7715330785383,0.52,,0.52,187.88,0.0028,,ACTIVE,sim
PVCF-150.050-BSH-P,7715330818151,0.13,,0.13,2.29,0.0568,,ACTIVE,nao
PVCF-150.050-BSH-SCH80,7715330850919,0.52,,0.52,56.18,0.0093,,ACTIVE,sim
PVCF-150.050-TBSH-P,7715330883687,0.1,,0.1,3.97,0.0252,,ACTIVE,sim
PVCF-150.075-BSH-P,7715330916455,0.13,,0.13,2.29,0.0568,,ACTIVE,nao
PVCF-150.075-BSH-SCH80,7715330949223,0.52,,0.52,56.18,0.0093,,ACTIVE,sim
PVCF-150.075-CPL,7715566452839,0.21,,0.21,3.87,0.0543,,ACTIVE,nao
PVCF-150.075-TBSH-P,7715330981991,0.1,,0.1,3.97,0.0252,,ACTIVE,sim
PVCF-150.075-TEE-P,7715331014759,0.31,,0.31,6.71,0.0462,,ACTIVE,nao
PVCF-150.100-BSH-P,7715331506279,0.13,,0.13,2.29,0.0568,,ACTIVE,nao
PVCF-150.100-BSH-SCH80,7715331571815,0.52,,0.52,56.18,0.0093,,ACTIVE,sim
PVCF-150.100-CPL-SCH80,7715331801191,0.52,,0.52,108.0,0.0048,,ACTIVE,sim
PVCF-150.100-TBSH-P,7715331965031,0.11,,0.11,3.97,0.0277,,ACTIVE,sim
PVCF-150.100-TEE-P,7715332194407,0.32,,0.32,6.71,0.0477,,ACTIVE,nao
PVCF-150.125-BSH-P,7715332292711,0.07,,0.07,2.29,0.0306,,ACTIVE,nao
PVCF-150.125-TBSH-P,7715332358247,0.07,,0.07,3.97,0.0176,,ACTIVE,sim
PVCF-200-45EL-P,7715332489319,0.49,,0.49,5.88,0.0833,,ACTIVE,nao
PVCF-200-45EL-SCH80,7715332751463,0.52,,0.52,132.6,0.0039,,ACTIVE,sim
PVCF-200-90EL-P,7715332915303,0.46,,0.46,5.01,0.0918,,ACTIVE,nao
PVCF-200-90EL-SCH80,7715333013607,0.52,,0.52,56.55,0.0092,,ACTIVE,sim
PVCF-200-CAP-P,7715333111911,0.24,,0.24,2.59,0.0927,,ACTIVE,nao
PVCF-200-CAP-SCH80,7715333177447,0.52,,0.52,124.35,0.0042,,ACTIVE,sim
PVCF-200-CPL-P,7715333275751,0.2,,0.2,2.98,0.0671,,ACTIVE,nao
PVCF-200-CPL-SCH80,7715333308519,0.52,,0.52,70.2,0.0074,,ACTIVE,sim
PVCF-200-CRS-P,7715333341287,0.69,,0.69,14.57,0.0474,,ACTIVE,nao
PVCF-200-FA-P,7715333374055,0.24,,0.24,3.29,0.0729,,ACTIVE,nao
PVCF-200-FA-SCH80,7715333439591,0.52,,0.52,202.35,0.0026,,ACTIVE,sim
PVCF-200-MA-P,7715333472359,0.24,,0.24,3.24,0.0741,,ACTIVE,nao
PVCF-200-MA-SCH80,7715333505127,0.52,,0.52,155.25,0.0033,,ACTIVE,sim
PVCF-200-SCH80-UNI-P,7715333537895,0.52,,0.52,56.84,0.0091,,ACTIVE,sim
PVCF-200-ST90-P,7715333570663,0.5,,0.5,12.77,0.0392,,ACTIVE,nao
PVCF-200-TCAP-P,7715333603431,0.26,,0.26,6.09,0.0427,,ACTIVE,nao
PVCF-200-TEE-P,7715333636199,0.6,,0.6,6.18,0.0971,,ACTIVE,nao
PVCF-200-TEE-SCH80,7715333668967,0.52,,0.52,199.88,0.0026,,ACTIVE,sim
PVCF-200-UNI/EDPM-SCH80,7715333701735,0.52,,0.52,255.3,0.002,,ACTIVE,sim
PVCF-200-VS/FLG-SCH80,7715333734503,0.52,,0.52,143.48,0.0036,,ACTIVE,sim
PVCF-200.050-BSH-P,7715670851687,0.17,,0.17,3.72,0.0457,,ACTIVE,nao
PVCF-200.050-BSH-SCH80,7715333767271,0.52,,0.52,80.18,0.0065,,ACTIVE,sim
PVCF-200.050-TBSH-P,7715333800039,0.15,,0.15,5.32,0.0282,,ACTIVE,sim
PVCF-200.075-BSH-P,7715333832807,0.17,,0.17,3.72,0.0457,,ACTIVE,nao
PVCF-200.075-BSH-SCH80,7715333865575,0.52,,0.52,80.18,0.0065,,ACTIVE,sim
PVCF-200.075-TBSH-P,7715333898343,0.15,,0.15,5.32,0.0282,,ACTIVE,sim
PVCF-200.100-BSH-P,7715333931111,0.18,,0.18,3.72,0.0484,,ACTIVE,nao
PVCF-200.100-TBSH-P,7715333963879,0.16,,0.16,5.32,0.0301,,ACTIVE,sim
PVCF-200.125-BSH-P,7715333996647,0.18,,0.18,3.76,0.0479,,ACTIVE,nao
PVCF-200.125-BSH-SCH80,7715334029415,0.52,,0.52,80.18,0.0065,,ACTIVE,sim
PVCF-200.125-TBSH-P,7715670884455,0.16,,0.16,5.32,0.0301,,ACTIVE,sim
PVCF-200.150-BSH-P,7715334062183,0.15,,0.15,3.72,0.0403,,ACTIVE,nao
PVCF-200.150-BSH-SCH80,7715334094951,0.52,,0.52,80.18,0.0065,,ACTIVE,sim
PVCF-200.150-TBSH-P,7715334127719,0.13,,0.13,5.32,0.0244,,ACTIVE,sim
PVCF-250-45EL-P,7715334160487,0.89,,0.89,15.27,0.0583,,ACTIVE,nao
PVCF-250-90EL-P,7715334193255,0.89,,0.89,15.27,0.0583,,ACTIVE,nao
PVCF-250-90EL-SCH80,7715334226023,0.52,,0.52,132.0,0.0039,,ACTIVE,sim
PVCF-250-CAP-P,7715334258791,0.39,,0.39,8.18,0.0477,,ACTIVE,nao
PVCF-250-CPL-P,7715334291559,0.65,,0.65,6.66,0.0976,,ACTIVE,nao
PVCF-250-CPL-SCH80,7715334324327,0.52,,0.52,171.98,0.003,,ACTIVE,sim
PVCF-250-MA-P,7715334357095,0.38,,0.38,9.46,0.0402,,ACTIVE,nao
PVCF-250-MA-SCH80,7715334422631,0.52,,0.52,175.43,0.003,,ACTIVE,sim
PVCF-250-TEE-P,7715334455399,1.09,,1.09,20.33,0.0536,,ACTIVE,nao
PVCF-250-TEE-SCH80,7715334488167,0.52,,0.52,217.35,0.0024,,ACTIVE,sim
PVCF-250-VS/FLG-SCH80,7715334520935,0.52,,0.52,221.7,0.0023,,ACTIVE,sim
PVCF-250.150-BSH-P,7715670917223,0.38,,0.38,6.06,0.0627,,ACTIVE,nao
PVCF-250.200-BSH-P,7715334553703,0.27,,0.27,6.06,0.0446,,ACTIVE,nao
PVCF-300-45EL-P,7715334586471,0.84,,0.84,23.7,0.0354,,ACTIVE,nao
PVCF-300-90EL-P,7715334619239,0.13,,0.13,18.25,0.0071,,ACTIVE,sim
PVCF-300-90EL-SCH80,7715335045223,0.52,,0.52,147.6,0.0035,,ACTIVE,sim
PVCF-300-CAP-P,7715335077991,0.56,,0.56,8.96,0.0625,,ACTIVE,nao
PVCF-300-CPL-P,7715335110759,0.57,,0.57,10.38,0.0549,,ACTIVE,nao
PVCF-300-CPL-SCH80,7715335143527,0.52,,0.52,197.48,0.0026,,ACTIVE,sim
PVCF-300-FA-P,7715336257639,0.85,,0.85,11.16,0.0762,,ACTIVE,nao
PVCF-300-MA-P,7715336290407,0.11,,0.11,13.83,0.008,,ACTIVE,sim
PVCF-300-MA-SCH80,7715336323175,0.52,,0.52,194.7,0.0027,,ACTIVE,sim
PVCF-300-TEE-P,7715336355943,1.53,,1.53,26.78,0.0571,,ACTIVE,nao
PVCF-300-TEE-SCH80,7715336421479,0.52,,0.52,271.65,0.0019,,ACTIVE,sim
PVCF-300-VS/FLG-SCH80,7715336454247,0.52,,0.52,245.1,0.0021,,ACTIVE,sim
PVCF-300.100-BSH-P,7715336519783,0.45,,0.45,9.42,0.0478,,ACTIVE,nao
PVCF-300.150-BSH-P,7715670949991,0.45,,0.45,8.87,0.0507,,ACTIVE,nao
PVCF-300.150-BSH-SCH80,7715336618087,0.52,,0.52,220.5,0.0024,,ACTIVE,sim
PVCF-300.200-BSH-P,7715336683623,0.44,,0.44,8.87,0.0496,,ACTIVE,nao
PVCF-300.200-BSH-SCH80,7715336781927,0.52,,0.52,220.5,0.0024,,ACTIVE,sim
PVCF-300.250-BSH-P,7715336912999,0.37,,0.37,8.87,0.0417,,ACTIVE,nao
PVCF-300.250-BSH-SCH80,7715336945767,0.52,,0.52,220.5,0.0024,,ACTIVE,sim
PVCF-400-45EL-P,7715336978535,0.15,,0.15,42.46,0.0035,,ACTIVE,sim
PVCF-400-90EL-P,7715337011303,1.82,2.0,2.03,32.61,0.0622,LWH,ACTIVE,nao
PVCF-400-90EL-SCH80,7715337044071,0.52,,0.52,224.62,0.0023,,ACTIVE,sim
PVCF-400-CAP-P,7715337076839,0.15,,0.15,20.33,0.0074,,ACTIVE,sim
PVCF-400-CPL-P,7715337109607,0.15,,0.15,15.04,0.01,,ACTIVE,sim
PVCF-400-CPL-SCH80,7715337142375,0.52,,0.52,247.2,0.0021,,ACTIVE,sim
PVCF-400-MA-SCH80,7715337175143,0.52,,0.52,346.5,0.0015,,ACTIVE,sim
PVCF-400-TEE-P,7715337207911,0.15,,0.15,48.39,0.0031,,ACTIVE,sim
PVCF-400-TEE-SCH80,7715337240679,0.52,,0.52,316.35,0.0016,,ACTIVE,sim
PVCF-400-VS/FLG-SCH80,7715337306215,0.52,,0.52,311.48,0.0017,,ACTIVE,sim
PVCF-400.200-BSH-SCH80,7715337338983,0.52,,0.52,305.33,0.0017,,ACTIVE,sim
PVCF-400.300-BSH-SCH80,7715337371751,0.52,,0.52,305.33,0.0017,,ACTIVE,sim
PVCF-600-CAP-P,7715337404519,0.15,,0.15,48.82,0.0031,,ACTIVE,sim
PVCP-050-10-SCH40-PE,7715337437287,1.6,,1.6,3.6,0.4444,,ACTIVE,nao
PVCP-050-SCH40-BE,7715337470055,3.2,,3.2,7.2,0.4444,,ACTIVE,nao
PVCP-050-SCH40-PE,7715337502823,0.54,,0.54,7.2,0.075,,ACTIVE,nao
PVCP-050-SCH80,7715337535591,4.2,,4.2,61.2,0.0686,,ACTIVE,nao
PVCP-075-10-SCH40-PE,7715337568359,2.2,,2.2,4.6,0.4783,,ACTIVE,nao
PVCP-075-SCH40-BE,7715337601127,4.4,,4.4,9.2,0.4783,,ACTIVE,nao
PVCP-075-SCH40-PE,7715337633895,0.54,,0.54,9.2,0.0587,,ACTIVE,nao
PVCP-075-SCH80,7715337666663,5.6,,5.6,64.2,0.0872,,ACTIVE,nao
PVCP-100-10-SCH40-BE,7715337699431,0.63,,0.63,7.2,0.0875,,ACTIVE,nao
PVCP-100-10-SCH40-PE,7715337732199,3.2,,3.2,7.2,0.4444,,ACTIVE,nao
PVCP-100-SCH40-BE,7715337764967,6.4,,6.4,14.4,0.4444,,ACTIVE,nao
PVCP-100-SCH40-PE,7715337797735,0.54,,0.54,14.4,0.0375,,ACTIVE,nao
PVCP-100-SCH80,7715337830503,8.2,,8.2,122.4,0.067,,ACTIVE,nao
PVCP-1000-SCH40-BE,7715337863271,7.81,,7.81,345.0,0.0226,,ACTIVE,nao
PVCP-1000-SCH40-PE,7715337896039,7.71,,7.71,345.0,0.0223,,ACTIVE,nao
PVCP-1200-SCH40-BE,7715337961575,10.33,,10.33,456.4,0.0226,,ACTIVE,nao
PVCP-1200-SCH40-PE,7715337994343,10.19,,10.19,456.4,0.0223,,ACTIVE,nao
PVCP-125-10-SCH40-PE,7715338027111,0.54,,0.54,9.3,0.0581,,ACTIVE,nao
PVCP-125-SCH40-BE,7715338059879,8.8,,8.8,18.6,0.4731,,ACTIVE,nao
PVCP-125-SCH40-PE,7715338092647,0.54,,0.54,18.6,0.029,,ACTIVE,nao
PVCP-125-SCH80,7715338125415,11.4,,11.4,134.2,0.0849,,ACTIVE,nao
PVCP-150-10-SCH40-PE,7715338158183,5.2,,5.2,11.1,0.4685,,ACTIVE,nao
PVCP-150-10DWV,7715338190951,5.2,,5.2,8.4,0.619,,ACTIVE,nao
PVCP-150-20DWV,7715338977383,10.4,,10.4,16.8,0.619,,ACTIVE,nao
PVCP-150-SCH40-BE,7715339141223,10.4,,10.4,22.2,0.4685,,ACTIVE,nao
PVCP-150-SCH40-PE,7715339206759,10.8,,10.8,22.2,0.4865,,ACTIVE,nao
PVCP-150-SCH80,7715339370599,13.8,,13.8,205.4,0.0672,,ACTIVE,nao
PVCP-200-10-SCH40-BE,7715339403367,0.56,,0.56,14.8,0.0378,,ACTIVE,nao
PVCP-200-10-SCH40-PE,7715339436135,0.56,,0.56,14.8,0.0378,,ACTIVE,nao
PVCP-200-10DWV,7715339468903,7.0,,7.0,10.5,0.6667,,ACTIVE,nao
PVCP-200-20DWV,7715339501671,14.0,,14.0,21.0,0.6667,,ACTIVE,nao
PVCP-200-SCH40-BE,7715339698279,14.0,,14.0,29.6,0.473,,ACTIVE,nao
PVCP-200-SCH40-PE,7715339993191,0.54,,0.54,29.6,0.0182,,ACTIVE,nao
PVCP-200-SCH80,7715340058727,19.2,,19.2,284.4,0.0675,,ACTIVE,nao
PVCP-250-SCH40-BE,7715340091495,22.2,,22.2,49.2,0.4512,,ACTIVE,nao
PVCP-250-SCH80,7715340157031,30.0,,30.0,101.4,0.2959,,ACTIVE,nao
PVCP-300-10-SCH40-PE,7715340189799,0.54,,0.54,30.9,0.0175,,ACTIVE,nao
PVCP-300-10DWV,7715340222567,14.5,,14.5,20.4,0.7108,,ACTIVE,nao
PVCP-300-20DWV,7715340255335,29.0,,29.0,40.8,0.7108,,ACTIVE,nao
PVCP-300-SCH40-BE,7715340288103,29.2,,29.2,61.8,0.4725,,ACTIVE,nao
PVCP-300-SCH40-PE,7715340320871,0.54,,0.54,61.8,0.0087,,ACTIVE,nao
PVCP-300-SCH80,7715340353639,40.2,,40.2,135.8,0.296,,ACTIVE,nao
PVCP-400-10-SCH40-PE,7715340419175,0.54,,0.54,43.8,0.0123,,ACTIVE,nao
PVCP-400-10DWV,7715340451943,20.6,,20.6,30.1,0.6844,,ACTIVE,nao
PVCP-400-20DWV,7715340484711,41.2,,41.2,60.2,0.6844,,ACTIVE,nao
PVCP-400-SCH40-BE,7715340517479,41.6,,41.6,87.6,0.4749,,ACTIVE,nao
PVCP-400-SCH40-PE,7715340550247,0.54,,0.54,87.6,0.0062,,ACTIVE,nao
PVCP-400-SCH80,7715340583015,0.63,,0.63,849.8,0.0007,,ACTIVE,nao
PVCP-600-20DWV,7715340615783,72.6,,72.6,104.2,0.6967,,ACTIVE,nao
PVCP-600-SCH40-BE,7715340648551,0.63,,0.63,157.2,0.004,,ACTIVE,nao
PVCP-600-SCH40-PE,7715340681319,0.54,,0.54,157.2,0.0034,,ACTIVE,nao
PVCP-600-SCH80,7715340714087,0.63,,0.63,1202.4,0.0005,,ACTIVE,nao
PVCP-800-20DWV,7715340746855,109.4,,109.4,173.4,0.6309,,ACTIVE,nao
PVCP-800-SCH40-BE,7715340779623,0.63,,0.63,247.8,0.0025,,ACTIVE,nao
PVCP-800-SCH40-PE,7715340812391,0.54,,0.54,247.8,0.0022,,ACTIVE,nao
RAPI-RF-0467-RK,7715522674791,1.45,,1.45,25.5,0.0569,,ACTIVE,nao
RAPI-RF-0475,7715522707559,1.45,,1.45,36.26,0.04,,ACTIVE,nao
RAPI-RF-0476,7715522740327,1.45,,1.45,38.34,0.0378,,ACTIVE,nao
RAPI-RF-0750-MB,7715522773095,1.45,,1.45,64.7,0.0224,,ACTIVE,sim
RAPI-RF-0750-SN,7715522805863,1.45,,1.45,80.88,0.0179,,ACTIVE,sim
RAPI-RF-0780-CP,7715522838631,1.45,,1.45,37.7,0.0385,,ACTIVE,nao
RAPI-RF-0910,7715522871399,1.45,,1.45,12.15,0.1193,,ACTIVE,nao
RAPI-RF-0929,7715522904167,1.45,,1.45,14.09,0.1029,,ACTIVE,nao
RAPI-RF-0950-SN,7715522936935,1.45,,1.45,83.49,0.0174,,ACTIVE,sim
RAPI-RF-1287,7715522969703,1.45,,1.45,15.11,0.096,,ACTIVE,nao
RAPI-RF-6010-RK,7715523002471,1.45,,1.45,21.83,0.0664,,ACTIVE,nao
RAPI-RFT-100-B,7715523035239,1.45,,1.45,96.36,0.015,,ACTIVE,sim
RAPI-RFT-100-C,7715523068007,1.45,,1.45,39.86,0.0364,,ACTIVE,nao
RBRN-MC1240D4FPR,7715763716199,1.0,125.2,125.18,1754.1,0.0714,LWH,ACTIVE,sim
RBRN-PLM2430GBLE,7715763748967,43.0,71.2,71.21,1466.1,0.0486,LWH,ACTIVE,sim
RBRN-POMM,7715763781735,1.0,14.7,14.74,386.1,0.0382,LWH,ACTIVE,sim
RBRN-RC1620D4FP1,7715763814503,1.0,20.8,20.85,419.65,0.0497,LWH,ACTIVE,sim
RBRN-RC1626D4FB1,7715763847271,20.0,26.3,26.29,681.35,0.0386,LWH,ACTIVE,sim
RBRN-RC2026D4FB1,7715763912807,25.0,32.1,32.13,821.55,0.0391,LWH,ACTIVE,sim
RBRN-RC2026D4FP1,7715763945575,25.0,32.1,32.13,821.55,0.0391,LWH,ACTIVE,sim
RBRN-RSMK20D4P,7715763978343,5.0,3.3,5.0,214.03,0.0234,LWH,ACTIVE,sim
RBRN-RSMK36D4P,7715764011111,6.5,4.7,6.5,214.03,0.0304,LWH,ACTIVE,sim
RECT-14000,7715722625127,0.18,0.1,0.18,4.38,0.0411,cube_ft3,ACTIVE,nao
RECT-14030,7715722657895,1.07,0.7,1.07,23.21,0.0461,cube_ft3,ACTIVE,nao
RECT-14730,7715722690663,1.07,0.6,1.07,25.95,0.0412,cube_ft3,ACTIVE,nao
RECT-23431,7715722723431,1.5,0.6,1.5,42.3,0.0355,cube_ft3,ACTIVE,nao
RECT-23551,7715722788967,0.75,0.3,0.75,26.67,0.0281,cube_ft3,ACTIVE,sim
RECT-23631,7715722821735,0.45,0.1,0.45,15.95,0.0282,cube_ft3,ACTIVE,sim
RECT-25300,7715722854503,3.18,0.8,3.18,77.49,0.041,cube_ft3,ACTIVE,nao
RECT-25431,7715722887271,1.58,0.6,1.58,39.83,0.0397,cube_ft3,ACTIVE,nao
RECT-25551,7715722920039,0.88,0.3,0.88,25.29,0.0348,cube_ft3,ACTIVE,nao
RECT-25631,7715722985575,0.46,0.2,0.46,17.04,0.027,cube_ft3,ACTIVE,sim
RECT-31431,7715723018343,1.55,0.6,1.55,37.92,0.0409,cube_ft3,ACTIVE,nao
RECT-31433,7715723051111,1.58,,1.58,44.19,0.0358,,ACTIVE,nao
RECT-31551,7715723116647,0.82,0.3,0.82,23.17,0.0354,cube_ft3,ACTIVE,nao
RECT-31631,7715723214951,0.43,0.1,0.43,15.5,0.0277,cube_ft3,ACTIVE,sim
RECT-31780,7715723247719,0.13,0.1,0.13,6.39,0.0203,cube_ft3,ACTIVE,sim
RECT-65432,7715723280487,7.0,4.3,7.0,28.17,0.2485,cube_ft3,ACTIVE,nao
RECT-65554,7715723313255,0.67,0.3,0.67,11.42,0.0587,cube_ft3,ACTIVE,nao
RECT-66350,7715723378791,0.43,0.7,0.69,35.67,0.0194,cube_ft3,ACTIVE,sim
RECT-66351,7715723411559,1.2,0.7,1.2,66.77,0.018,cube_ft3,ACTIVE,sim
RECT-66352,7715723444327,0.22,0.3,0.25,27.88,0.0091,cube_ft3,ACTIVE,sim
RECT-66353,7715723477095,0.26,0.3,0.26,31.12,0.0084,cube_ft3,ACTIVE,sim
RECT-66640,7715723542631,1.0,0.3,1.0,27.88,0.0359,cube_ft3,ACTIVE,nao
RECT-68712,7715723575399,2.65,1.1,2.65,21.88,0.1211,cube_ft3,ACTIVE,nao
RECT-74046,7715723608167,1.23,0.5,1.23,31.02,0.0397,cube_ft3,ACTIVE,nao
RECT-82500,7715723640935,7.0,,7.0,188.61,0.0371,,ACTIVE,nao
RECT-82560,7715723673703,7.0,4.3,7.0,399.3,0.0175,cube_ft3,ACTIVE,sim
RECT-82565,7715723739239,7.0,4.3,7.0,60.27,0.1161,cube_ft3,ACTIVE,nao
RECT-82644,7715723772007,7.0,4.3,7.0,46.95,0.1491,cube_ft3,ACTIVE,nao
RECT-82705,7715723804775,3.0,,3.0,801.11,0.0037,,ACTIVE,sim
RECT-82706,7715723837543,7.0,4.3,7.0,662.72,0.0106,cube_ft3,ACTIVE,sim
RECT-82723,7715723903079,3.0,,3.0,139.48,0.0215,,ACTIVE,sim
RECT-82727,7715723968615,3.0,,3.0,139.48,0.0215,,ACTIVE,sim
RECT-82764,7715724001383,3.0,,3.0,135.38,0.0222,,ACTIVE,sim
RECT-83554,7715724034151,0.18,,0.18,24.64,0.0073,,ACTIVE,sim
RECT-83562,7715724066919,0.18,,0.18,65.31,0.0028,,ACTIVE,sim
RECT-83809,7715724099687,1.5,6.1,6.09,399.17,0.0153,cube_ft3,ACTIVE,sim
RECT-83909,7715724165223,2.0,2.9,2.88,334.14,0.0086,cube_ft3,ACTIVE,sim
RECT-87001,7715724197991,7.0,4.3,7.0,226.75,0.0309,cube_ft3,ACTIVE,nao
RECT-87048,7715724230759,7.0,,7.0,15.81,0.4428,,ACTIVE,nao
RECT-87630,7715724263527,7.0,,7.0,435.97,0.0161,,ACTIVE,sim
RECT-87733,7715724329063,13.0,3.1,13.0,136.88,0.095,cube_ft3,ACTIVE,nao
RECT-87775,7715724394599,7.0,,7.0,112.69,0.0621,,ACTIVE,nao
RECT-96415,7715724460135,7.0,,7.0,123.07,0.0569,,ACTIVE,nao
RECT-97003,7715724525671,6.0,7.3,7.28,206.16,0.0353,cube_ft3,ACTIVE,sim
RECT-97004,7715724558439,8.0,7.3,8.0,277.5,0.0288,cube_ft3,ACTIVE,sim
RECT-97023,7715724591207,7.0,7.3,7.28,233.56,0.0312,cube_ft3,ACTIVE,sim
RECT-97024,7715724623975,8.0,7.3,8.0,328.84,0.0243,cube_ft3,ACTIVE,sim
RECT-97050,7715724689511,0.74,2.6,2.55,46.5,0.0549,cube_ft3,ACTIVE,sim
RECT-97052,7715724722279,0.76,2.6,2.55,45.44,0.0561,cube_ft3,ACTIVE,sim
RECT-97219,7715724755047,7.0,4.3,7.0,67.83,0.1032,cube_ft3,ACTIVE,nao
RECT-97220,7715724820583,7.0,4.3,7.0,62.19,0.1126,cube_ft3,ACTIVE,nao
RECT-97221,7715724853351,7.0,4.3,7.0,59.37,0.1179,cube_ft3,ACTIVE,nao
RECT-97258,7715724886119,0.33,,0.33,155.07,0.0021,,ACTIVE,sim
RECT-97705,7715724918887,7.0,,7.0,278.25,0.0252,,ACTIVE,sim
REDW-232AB-050,7715724984423,0.23,,0.23,32.97,0.007,,ACTIVE,sim
REDW-232AB-100,7715725017191,0.54,,0.54,55.78,0.0097,,ACTIVE,sim
REDW-232AB-125,7715725049959,0.8,,0.8,72.95,0.011,,ACTIVE,sim
REDW-232AB-200,7715725115495,1.65,,1.65,141.56,0.0117,,ACTIVE,sim
REDW-233AB-050,7715725148263,0.23,,0.23,32.97,0.007,,ACTIVE,sim
REDW-233AB-075,7715725181031,0.36,,0.36,41.92,0.0086,,ACTIVE,sim
REDW-233AB-100,7715725246567,0.54,,0.54,55.78,0.0097,,ACTIVE,sim
REDW-233AB-125,7715725312103,0.8,,0.8,72.95,0.011,,ACTIVE,sim
REDW-233AB-150,7715725344871,1.07,,1.07,98.88,0.0108,,ACTIVE,sim
REDW-233AB-200,7715725377639,1.65,,1.65,141.56,0.0117,,ACTIVE,sim
REDW-236AB-050,7715725443175,0.57,,0.57,43.17,0.0132,,ACTIVE,sim
REDW-246AB-075,7715725475943,0.67,,0.67,33.55,0.02,,ACTIVE,sim
REDW-246AB-100,7715725508711,0.88,,0.88,47.74,0.0184,,ACTIVE,sim
REDW-246AB-125,7715725574247,1.48,,1.48,84.5,0.0175,,ACTIVE,sim
REDW-246AB-150,7715725607015,2.0,,2.0,114.96,0.0174,,ACTIVE,sim
REDW-246AB-200,7715725639783,2.8,,2.8,153.54,0.0182,,ACTIVE,sim
REDW-247AB-050,7715725672551,0.42,,0.42,25.98,0.0162,,ACTIVE,sim
REDW-247AB-075,7715725738087,0.62,,0.62,33.55,0.0185,,ACTIVE,sim
REDW-247AB-100,7715725770855,0.96,,0.96,47.74,0.0201,,ACTIVE,sim
REDW-247AB-125,7715725803623,1.37,,1.37,84.5,0.0162,,ACTIVE,sim
REDW-247AB-150,7715725901927,1.94,,1.94,114.96,0.0169,,ACTIVE,sim
REDW-247AB-200,7715725934695,2.95,,2.95,153.54,0.0192,,ACTIVE,sim
REDW-267AB-050,7715726000231,0.5,,0.5,22.35,0.0224,,ACTIVE,sim
REDW-267AB-075,7715726098535,0.63,,0.63,30.32,0.0208,,ACTIVE,sim
REDW-267AB-100,7715726196839,0.94,,0.94,43.72,0.0215,,ACTIVE,sim
REDW-267AB-125,7715726262375,1.44,,1.44,75.53,0.0191,,ACTIVE,sim
REDW-267AB-150,7715726327911,1.88,,1.88,99.38,0.0189,,ACTIVE,sim
REDW-267AB-200,7715726360679,2.56,,2.56,154.44,0.0166,,ACTIVE,sim
REDW-268AB-050,7715726458983,0.5,,0.5,22.35,0.0224,,ACTIVE,sim
REDW-268AB-075,7715726524519,0.63,,0.63,30.32,0.0208,,ACTIVE,sim
REDW-268AB-100,7715726590055,0.94,,0.94,43.72,0.0215,,ACTIVE,sim
REDW-268AB-125,7715726655591,1.44,,1.44,75.53,0.0191,,ACTIVE,sim
REDW-268AB-150,7715726753895,1.88,,1.88,99.38,0.0189,,ACTIVE,sim
REDW-268AB-200,7715726786663,2.56,,2.56,154.44,0.0166,,ACTIVE,sim
REDW-3400RAB-075,7715726852199,4.5,,4.5,128.2,0.0351,,ACTIVE,nao
REDW-3420RAB-075,7715726917735,4.5,,4.5,128.2,0.0351,,ACTIVE,nao
REDW-5014AB-100,7715727016039,0.44,,0.44,35.89,0.0123,,ACTIVE,sim
REDW-5017AB-075,7715727081575,0.44,,0.44,21.64,0.0203,,ACTIVE,sim
REDW-5020AB-050,7715727114343,0.6,,0.6,32.94,0.0182,,ACTIVE,sim
REDW-5020AB-075,7715727179879,0.8,,0.8,42.27,0.0189,,ACTIVE,sim
